,3,5,10,14,25,100,205
2,98.28603878011582,98.28899800088003,98.2898639232296,98.29981195709448,98.30092916009073,98.26898152045206,98.25294672991114
10,98.3485605119607,98.3488313196615,98.35194994370913,98.35621256155473,98.35921029835484,98.33520104927997,98.31825370558239
25,98.35892424660217,98.35892477615454,98.3626432685939,98.36514152973612,98.36604212879533,98.34774195211553,98.32923558654896
100,98.36338181152715,98.36396062270745,98.36749397388616,98.36940199406608,98.36947797617253,98.35301804571175,98.33337592201403
