,3,5,10,14,25,100,205
2,9.358239889144897,11.151440382003784,14.438104152679443,15.79552960395813,22.643790245056152,70.46742582321167,139.231055021286
10,28.52447247505188,33.654385805130005,44.27702760696411,52.45584011077881,96.40843963623047,348.08920907974243,689.3807139396667
25,63.69137501716614,72.54230308532715,95.92389583587646,127.56573009490967,210.04110455513,731.0725128650665,1497.369101524353
100,229.65498566627502,254.68668794631958,352.96854853630066,445.51495909690857,749.7131476402283,2911.5695366859436,5951.807236909866
